user_id,transaction_amount,transaction_time,location,merchant,transaction_type,is_fraud
user_0221,71.53,2024-12-30 05:18:00,Los Angeles,Amazon,transfer,0
user_0176,486.92,2024-11-10 03:07:00,Los Angeles,Shell,purchase,0
user_0346,1949.29,2024-12-18 09:57:00,Houston,Walmart,purchase,0
user_0491,1864.57,2024-01-22 12:48:00,Los Angeles,Online Service,withdrawal,0
user_0698,1779.94,2024-08-04 11:06:00,Los Angeles,Starbucks,transfer,0
user_0040,231.95,2024-01-11 15:12:00,Los Angeles,Netflix,transfer,0
user_0844,941.22,2024-01-22 12:09:00,Remote,Amazon,transfer,0
user_0222,1451.8,2024-12-21 15:29:00,Phoenix,Amazon,withdrawal,0
user_0317,161.42,2024-01-31 08:23:00,New York,Local Store,purchase,0
user_0888,450.18,2024-02-03 01:30:00,Remote,Amazon,purchase,0
user_0256,1725.55,2024-10-20 01:11:00,Chicago,Starbucks,purchase,0
user_0630,1060.16,2024-10-01 01:14:00,New York,Walmart,purchase,0
user_0726,8821.45,2024-09-24 00:51:00,Remote,Online Service,purchase,1
user_0639,672.87,2024-04-10 09:23:00,Houston,Netflix,withdrawal,0
user_0636,853.76,2024-10-12 10:10:00,Remote,Starbucks,purchase,0
user_0567,1835.02,2024-01-24 19:16:00,Los Angeles,Amazon,withdrawal,0
user_0067,1119.25,2024-09-04 12:09:00,Los Angeles,Online Service,withdrawal,0
user_0702,492.28,2024-10-17 12:48:00,Chicago,Local Store,transfer,0
user_0916,1736.23,2024-08-05 12:21:00,Houston,Netflix,withdrawal,0
user_0835,1665.29,2024-01-11 01:57:00,Los Angeles,Shell,transfer,0
user_0593,1316.51,2024-04-22 05:16:00,New York,Amazon,transfer,0
user_0718,912.09,2024-01-19 17:42:00,Los Angeles,Shell,withdrawal,0
user_0283,1746.94,2024-11-18 02:45:00,Los Angeles,Local Store,transfer,0
user_0061,1055.35,2024-06-28 03:21:00,New York,Local Store,purchase,0
user_0312,780.23,2024-06-21 11:36:00,Remote,Local Store,transfer,0
user_0243,978.19,2024-02-04 01:48:00,Los Angeles,Shell,transfer,0
user_0043,544.47,2024-04-08 22:25:00,Chicago,Amazon,purchase,0
user_0820,1137.64,2024-12-20 00:39:00,Remote,Online Service,transfer,0
user_0301,576.01,2024-12-22 09:54:00,Houston,Local Store,purchase,0
user_0529,254.81,2024-07-09 07:27:00,Chicago,Starbucks,purchase,0
user_0993,1298.29,2024-10-27 05:46:00,Houston,Netflix,purchase,0
user_0827,1950.25,2024-12-03 05:34:00,Los Angeles,Shell,purchase,0
user_0861,487.02,2024-01-15 00:31:00,Houston,Netflix,withdrawal,0
user_0083,689.3,2024-11-27 05:22:00,Los Angeles,Walmart,purchase,0
user_0540,819.39,2024-05-20 21:40:00,Phoenix,Walmart,transfer,0
user_0171,253.94,2024-01-31 04:50:00,Phoenix,Netflix,withdrawal,0
user_0814,91.21,2024-06-06 08:08:00,New York,Local Store,purchase,0
user_0929,1394.57,2024-06-05 13:02:00,New York,Amazon,withdrawal,0
user_0581,1157.95,2024-03-11 03:27:00,Chicago,Local Store,transfer,0
user_0739,39.51,2024-04-24 23:33:00,Phoenix,Online Service,transfer,0
user_0871,825.24,2024-12-16 11:18:00,Remote,Netflix,transfer,0
user_0720,632.44,2024-12-27 00:48:00,Los Angeles,Netflix,withdrawal,0
user_0416,1884.09,2024-08-30 16:39:00,New York,Netflix,withdrawal,0
user_0806,1330.47,2024-09-07 19:22:00,Remote,Local Store,withdrawal,0
user_0479,1492.88,2024-01-26 22:18:00,Phoenix,Starbucks,purchase,0
user_0647,134.24,2024-04-01 06:28:00,New York,Netflix,transfer,0
user_0356,1665.33,2024-04-17 22:02:00,Phoenix,Amazon,purchase,0
user_0660,1311.41,2024-12-01 05:41:00,Chicago,Online Service,withdrawal,0
user_0241,1161.46,2024-11-19 12:09:00,Los Angeles,Shell,purchase,0
user_0982,1038.04,2024-10-30 20:12:00,Phoenix,Starbucks,withdrawal,0
user_0284,711.99,2024-08-18 04:08:00,New York,Amazon,transfer,0
user_0059,1167.08,2024-02-10 23:50:00,Los Angeles,Walmart,purchase,0
user_0848,182.11,2024-03-30 08:42:00,Los Angeles,Walmart,purchase,0
user_0066,1498.46,2024-08-27 15:42:00,Remote,Netflix,withdrawal,0
user_0421,287.0,2024-03-04 16:20:00,Houston,Starbucks,transfer,0
user_0993,209.33,2024-03-31 00:18:00,Remote,Walmart,withdrawal,0
user_0483,1206.69,2024-08-17 07:47:00,Nigeria,Shell,withdrawal,1
user_0480,1314.65,2024-02-20 16:24:00,Los Angeles,Local Store,transfer,0
user_0205,928.11,2024-09-06 21:35:00,New York,Shell,withdrawal,0
user_0170,1102.37,2024-09-03 07:15:00,New York,Starbucks,transfer,0
user_0008,277.72,2024-03-17 04:49:00,Chicago,Netflix,transfer,0
user_0912,1116.47,2024-04-15 03:22:00,Houston,Online Service,transfer,0
user_0479,1071.43,2024-10-08 21:35:00,Phoenix,Local Store,purchase,0
user_0884,806.23,2024-09-28 13:43:00,Los Angeles,Local Store,withdrawal,0
user_0913,633.11,2024-04-02 21:43:00,New York,Netflix,purchase,0
user_0296,1725.25,2024-02-25 04:12:00,Los Angeles,Amazon,transfer,0
user_0118,1254.57,2024-10-01 20:06:00,Los Angeles,Online Service,withdrawal,0
user_0918,640.74,2024-04-18 04:28:00,Remote,Netflix,withdrawal,0
user_0642,525.39,2024-12-18 13:36:00,Houston,Walmart,transfer,0
user_0667,1192.35,2024-02-16 16:44:00,Los Angeles,Walmart,withdrawal,0
user_0514,948.2,2024-04-19 01:08:00,New York,Shell,withdrawal,0
user_0394,755.69,2024-01-29 16:41:00,Houston,Amazon,transfer,0
user_0724,684.17,2024-05-21 08:11:00,Chicago,Local Store,transfer,0
user_0233,1508.93,2024-01-30 00:59:00,Los Angeles,Online Service,withdrawal,0
user_0458,1446.17,2024-04-19 23:12:00,Houston,Shell,withdrawal,0
user_0288,440.09,2024-08-16 17:58:00,New York,Starbucks,purchase,0
user_0662,903.86,2024-02-27 05:03:00,Remote,Walmart,transfer,0
user_0270,862.55,2024-06-19 10:44:00,Los Angeles,Online Service,withdrawal,0
user_0248,911.1,2024-12-01 00:49:00,Russia,Walmart,purchase,1
user_0131,1238.51,2024-10-12 22:42:00,Phoenix,Amazon,transfer,0
user_0235,196.21,2024-01-13 01:03:00,New York,Walmart,withdrawal,0
user_0759,1129.37,2024-04-13 14:50:00,Chicago,Starbucks,purchase,0
user_0016,1844.66,2024-08-18 16:39:00,Chicago,Online Service,transfer,0
user_0455,467.53,2024-08-17 05:49:00,Chicago,Shell,purchase,0
user_0294,918.45,2024-07-01 01:33:00,Los Angeles,Shell,purchase,0
user_0654,1575.92,2024-02-22 04:50:00,Houston,Walmart,withdrawal,0
user_0968,399.65,2024-01-18 19:27:00,Phoenix,Amazon,transfer,0
user_0255,213.78,2024-04-03 17:06:00,Houston,Amazon,withdrawal,0
user_0745,1802.3,2024-06-03 08:19:00,Phoenix,Walmart,purchase,0
user_0041,1472.98,2024-09-03 06:32:00,Los Angeles,Amazon,withdrawal,0
user_0254,753.12,2024-12-25 03:13:00,Phoenix,Online Service,purchase,0
user_0953,113.33,2024-10-08 00:26:00,Chicago,Local Store,withdrawal,0
user_0823,1221.68,2024-12-09 11:11:00,Houston,Netflix,withdrawal,0
user_0415,1224.41,2024-02-09 00:19:00,Los Angeles,Amazon,transfer,0
user_0188,568.63,2024-05-29 23:41:00,Chicago,Local Store,withdrawal,0
user_0824,985.17,2024-11-18 21:03:00,Los Angeles,Walmart,withdrawal,0
user_0641,411.26,2024-08-13 05:08:00,Chicago,Starbucks,transfer,0
user_0041,1304.18,2024-12-16 16:39:00,Los Angeles,Netflix,withdrawal,0
user_0083,74.37,2024-03-10 17:45:00,Chicago,Netflix,transfer,0
user_0807,12.93,2024-05-09 09:03:00,Chicago,Walmart,transfer,0
user_0057,1859.21,2024-10-03 03:17:00,Houston,Amazon,withdrawal,0
user_0987,1503.17,2024-04-30 11:53:00,Phoenix,Online Service,withdrawal,0
user_0592,1097.54,2024-11-23 15:28:00,Chicago,Starbucks,transfer,0
user_0744,950.81,2024-01-26 01:46:00,New York,Amazon,transfer,0
user_0777,184.32,2024-04-01 18:01:00,New York,Amazon,withdrawal,0
user_0296,1046.7,2024-01-13 03:20:00,Chicago,Online Service,purchase,0
user_0277,624.76,2024-06-02 21:50:00,New York,Starbucks,transfer,0
user_0818,935.77,2024-11-19 09:18:00,Remote,Starbucks,purchase,0
user_0827,238.29,2024-03-03 09:16:00,New York,Online Service,withdrawal,0
user_0079,1793.06,2024-02-23 01:27:00,Houston,Starbucks,transfer,0
user_0458,878.66,2024-09-08 18:49:00,Remote,Online Service,transfer,0
user_0324,118.78,2024-01-01 17:14:00,Phoenix,Shell,withdrawal,0
user_0339,928.81,2024-10-19 02:32:00,Remote,Walmart,transfer,0
user_0436,205.82,2024-02-28 09:13:00,Remote,Local Store,withdrawal,0
user_0794,779.09,2024-10-29 07:51:00,Los Angeles,Shell,transfer,0
user_0083,1802.54,2024-01-25 03:52:00,Phoenix,Online Service,purchase,0
user_0291,1786.48,2024-05-12 03:00:00,Phoenix,Local Store,purchase,0
user_0290,1041.86,2024-02-15 09:11:00,New York,Shell,purchase,0
user_0794,826.2,2024-10-17 14:45:00,Remote,Netflix,purchase,0
user_0901,20.1,2024-09-19 17:49:00,Los Angeles,Starbucks,withdrawal,0
user_0207,661.43,2024-02-12 03:46:00,Remote,Shell,transfer,0
user_0677,1281.08,2024-07-24 00:57:00,Houston,Online Service,purchase,0
user_0115,1940.82,2024-11-17 16:43:00,Chicago,Amazon,withdrawal,0
user_0206,1223.24,2024-07-07 10:07:00,Remote,Shell,withdrawal,0
user_0053,1215.67,2024-05-23 18:34:00,Remote,Online Service,purchase,0
user_0243,446.33,2024-09-27 03:48:00,Chicago,Walmart,transfer,0
user_0276,371.82,2024-04-15 13:52:00,Phoenix,Local Store,transfer,0
user_0734,1498.24,2024-08-02 12:07:00,New York,Online Service,withdrawal,0
user_0801,1925.5,2024-07-20 20:02:00,Houston,Online Service,purchase,0
user_0940,1177.03,2024-06-23 22:21:00,Houston,Starbucks,purchase,0
user_0517,923.43,2024-08-30 22:26:00,Houston,Local Store,transfer,0
user_0311,1931.02,2024-06-03 18:44:00,Chicago,Local Store,transfer,0
user_0203,894.07,2024-12-07 07:59:00,Remote,Amazon,withdrawal,0
user_0278,1327.56,2024-08-13 20:46:00,Chicago,Shell,withdrawal,0
user_0545,434.48,2024-04-05 11:45:00,Remote,Netflix,purchase,0
user_0673,1669.84,2024-09-19 05:49:00,Remote,Starbucks,withdrawal,0
user_0001,750.51,2024-09-11 15:48:00,Phoenix,Starbucks,withdrawal,0
user_0448,1869.79,2024-06-04 15:59:00,Remote,Amazon,withdrawal,0
user_0263,1092.59,2024-10-29 00:19:00,Chicago,Local Store,transfer,0
user_0648,1301.22,2024-03-14 11:54:00,Remote,Local Store,transfer,0
user_0607,234.63,2024-07-29 00:59:00,Phoenix,Local Store,withdrawal,0
user_0769,907.35,2024-03-14 06:54:00,Los Angeles,Online Service,purchase,0
user_0901,1567.53,2024-07-17 10:41:00,Phoenix,Walmart,withdrawal,0
user_0598,987.61,2024-04-29 04:12:00,Phoenix,Starbucks,withdrawal,0
user_0587,1116.39,2024-06-26 01:41:00,Chicago,Amazon,withdrawal,0
user_0406,941.3,2024-01-21 09:08:00,Houston,Netflix,transfer,0
user_0005,156.93,2024-07-20 06:53:00,Chicago,Online Service,transfer,0
user_0763,1138.72,2024-06-05 05:44:00,Phoenix,Local Store,transfer,0
user_0781,432.48,2024-02-26 07:45:00,Remote,Walmart,withdrawal,0
user_0658,1994.68,2024-05-02 06:56:00,Phoenix,Netflix,withdrawal,0
user_0442,1443.35,2024-01-21 21:23:00,Houston,Starbucks,withdrawal,0
user_0714,650.73,2024-06-10 13:50:00,Phoenix,Netflix,withdrawal,0
user_0980,130.47,2024-12-08 03:52:00,New York,Amazon,purchase,0
user_0696,204.73,2024-01-09 20:09:00,New York,Online Service,purchase,0
user_0169,9.09,2024-12-08 22:38:00,Chicago,Walmart,withdrawal,0
user_0266,697.82,2024-05-13 04:36:00,Chicago,Netflix,transfer,0
user_0653,4086.16,2024-08-13 09:53:00,Remote,Local Store,transfer,1
user_0828,1915.6,2024-01-20 14:21:00,Houston,Walmart,purchase,0
user_0021,116.87,2024-06-05 23:09:00,Houston,Starbucks,withdrawal,0
user_0984,640.66,2024-01-19 15:10:00,Los Angeles,Local Store,purchase,0
user_0219,1367.11,2024-05-16 06:58:00,New York,Starbucks,purchase,0
user_0740,581.75,2024-10-16 18:30:00,Houston,Online Service,withdrawal,0
user_0434,1853.39,2024-08-16 11:44:00,Nigeria,Walmart,transfer,1
user_0209,1180.67,2024-07-01 02:01:00,New York,Shell,transfer,0
user_0026,130.27,2024-05-21 02:30:00,Chicago,Walmart,purchase,0
user_0187,981.27,2024-08-31 17:46:00,Los Angeles,Amazon,transfer,0
user_0185,988.92,2024-03-28 05:15:00,Houston,Shell,transfer,0
user_0718,1849.39,2024-01-13 14:39:00,New York,Starbucks,withdrawal,0
user_0492,925.88,2024-03-03 00:56:00,New York,Amazon,transfer,0
user_0177,1137.95,2024-02-07 04:13:00,New York,Starbucks,transfer,0
user_0037,1213.5,2024-02-16 11:47:00,Houston,Walmart,transfer,0
user_0347,1855.68,2024-12-05 17:18:00,Remote,Online Service,purchase,0
user_0552,1480.1,2024-12-08 04:05:00,New York,Local Store,transfer,0
user_0118,1275.73,2024-09-14 19:04:00,Los Angeles,Walmart,transfer,0
user_0214,346.81,2024-07-14 23:11:00,Chicago,Amazon,withdrawal,0
user_0515,1212.91,2024-11-29 02:28:00,New York,Netflix,transfer,0
user_0560,116.74,2024-09-09 03:51:00,Phoenix,Amazon,purchase,0
user_0203,775.14,2024-06-07 12:39:00,Chicago,Amazon,withdrawal,0
user_0188,238.57,2024-12-06 19:04:00,Remote,Walmart,transfer,0
user_0878,121.73,2024-12-23 22:53:00,Los Angeles,Local Store,purchase,0
user_0487,1651.15,2024-06-03 07:13:00,New York,Shell,withdrawal,0
user_0925,647.48,2024-07-14 14:15:00,Los Angeles,Walmart,purchase,0
user_0088,1694.03,2024-10-21 17:13:00,Remote,Starbucks,withdrawal,0
user_0278,56.6,2024-05-20 14:59:00,Los Angeles,Local Store,transfer,0
user_0275,107.83,2024-11-25 18:11:00,Phoenix,Amazon,purchase,0
user_0655,1046.02,2024-02-22 16:38:00,Houston,Amazon,transfer,0
user_0538,1353.25,2024-11-18 00:23:00,Chicago,Starbucks,withdrawal,0
user_0614,180.4,2024-02-02 07:42:00,Phoenix,Netflix,withdrawal,0
user_0458,1661.39,2024-07-13 06:06:00,Chicago,Walmart,transfer,0
user_0474,466.54,2024-12-08 03:03:00,Remote,Starbucks,withdrawal,0
user_0370,532.23,2024-09-01 23:11:00,Houston,Online Service,withdrawal,0
user_0328,897.14,2024-12-22 18:26:00,Houston,Starbucks,transfer,0
user_0893,1686.75,2024-02-08 22:54:00,New York,Online Service,purchase,0
user_0904,292.52,2024-08-28 03:44:00,New York,Shell,withdrawal,0
user_0585,1538.57,2024-08-01 23:36:00,Remote,Starbucks,withdrawal,0
user_0911,1147.71,2024-12-08 04:59:00,Los Angeles,Amazon,transfer,0
user_0565,811.46,2024-10-04 18:21:00,New York,Local Store,transfer,0
user_0596,3110.47,2024-11-02 11:38:00,Phoenix,Walmart,transfer,1
user_0207,171.23,2024-11-02 08:35:00,Remote,Local Store,transfer,0
user_0551,720.11,2024-06-26 05:15:00,Houston,Online Service,withdrawal,0
user_0399,863.95,2024-02-06 00:31:00,Chicago,Local Store,transfer,0
user_0372,481.56,2024-11-27 07:24:00,New York,Amazon,transfer,0
user_0542,819.87,2024-02-25 05:14:00,Chicago,Walmart,purchase,0
user_0086,1382.2,2024-08-20 14:29:00,Los Angeles,Amazon,transfer,0
user_0593,1305.93,2024-05-11 20:40:00,Chicago,Walmart,purchase,0
user_0477,1758.09,2024-02-16 17:35:00,Phoenix,Netflix,purchase,0
user_0585,148.78,2024-01-27 21:53:00,Phoenix,Local Store,withdrawal,0
user_0942,286.99,2024-11-18 05:20:00,New York,Shell,purchase,0
user_0785,1584.03,2024-06-01 08:06:00,New York,Starbucks,purchase,0
user_0490,1176.76,2024-12-05 08:03:00,Los Angeles,Starbucks,purchase,0
user_0439,1749.49,2024-08-27 16:51:00,New York,Online Service,purchase,0
user_0989,1428.02,2024-05-18 17:23:00,Los Angeles,Amazon,purchase,0
user_0327,371.25,2024-09-10 14:44:00,Los Angeles,Walmart,purchase,0
user_0355,1335.98,2024-11-30 23:44:00,Los Angeles,Amazon,transfer,0
user_0410,1955.43,2024-02-29 02:28:00,New York,Local Store,purchase,0
user_0380,791.61,2024-05-24 06:29:00,Los Angeles,Local Store,transfer,0
user_0104,1475.61,2024-04-07 08:38:00,Remote,Local Store,withdrawal,0
user_0622,1790.01,2024-06-06 05:21:00,Phoenix,Amazon,transfer,0
user_0485,394.83,2024-02-10 01:54:00,Phoenix,Netflix,withdrawal,0
user_0123,1113.46,2024-08-14 15:00:00,Chicago,Shell,withdrawal,0
user_0516,143.82,2024-09-23 08:15:00,Houston,Shell,purchase,0
user_0375,210.42,2024-06-12 06:32:00,Houston,Walmart,purchase,0
user_0686,1179.63,2024-02-13 05:53:00,Los Angeles,Walmart,purchase,0
user_0044,353.02,2024-03-05 01:04:00,New York,Shell,purchase,0
user_0756,657.56,2024-03-15 23:31:00,Chicago,Walmart,purchase,0
user_0326,280.77,2024-11-23 21:13:00,Remote,Walmart,purchase,0
user_0300,946.46,2024-12-16 18:40:00,Los Angeles,Starbucks,withdrawal,0
user_0140,1019.71,2024-01-29 11:14:00,Chicago,Amazon,withdrawal,0
user_0564,1933.16,2024-12-21 23:34:00,Houston,Starbucks,purchase,0
user_0638,151.67,2024-11-14 15:02:00,New York,Netflix,purchase,0
user_0209,1838.94,2024-06-28 21:11:00,Chicago,Local Store,withdrawal,0
user_0485,1713.32,2024-08-06 17:08:00,Chicago,Online Service,withdrawal,0
user_0992,1352.45,2024-12-02 23:30:00,Remote,Walmart,purchase,0
user_0778,1283.31,2024-08-08 03:40:00,Remote,Netflix,purchase,0
user_0824,1032.46,2024-07-18 03:15:00,Houston,Starbucks,transfer,0
user_0237,952.0,2024-06-15 16:45:00,New York,Shell,transfer,0
user_0610,794.14,2024-01-15 06:03:00,New York,Shell,withdrawal,0
user_0114,23.86,2024-06-16 23:16:00,New York,Shell,withdrawal,0
user_0605,1604.13,2024-10-06 22:32:00,Chicago,Amazon,withdrawal,0
user_0525,1201.12,2024-08-06 21:39:00,Remote,Shell,purchase,0
user_0737,366.81,2024-06-03 00:57:00,Phoenix,Starbucks,purchase,0
user_0971,1811.16,2024-02-06 00:11:00,Phoenix,Starbucks,transfer,0
user_0081,238.53,2024-05-16 08:09:00,Houston,Netflix,transfer,0
user_0316,17.29,2024-04-29 08:35:00,Remote,Local Store,withdrawal,0
user_0622,976.88,2024-12-27 01:49:00,New York,Shell,purchase,0
user_0884,1983.03,2024-05-19 00:47:00,New York,Local Store,transfer,0
user_0028,342.6,2024-05-27 21:28:00,Houston,Starbucks,purchase,0
user_0850,579.93,2024-06-22 13:02:00,Phoenix,Online Service,purchase,0
user_0511,75.3,2024-02-23 05:53:00,Remote,Amazon,purchase,0
user_0096,503.31,2024-10-04 21:41:00,Houston,Shell,purchase,0
user_0790,141.49,2024-12-27 10:40:00,Phoenix,Online Service,transfer,0
user_0788,1377.23,2024-08-29 04:47:00,New York,Walmart,withdrawal,0
user_0785,315.0,2024-12-15 11:47:00,Los Angeles,Netflix,transfer,0
user_0995,1847.38,2024-12-25 03:29:00,Phoenix,Netflix,purchase,0
user_0056,864.14,2024-12-08 22:22:00,Los Angeles,Netflix,purchase,0
user_0625,302.02,2024-12-19 11:40:00,Los Angeles,Amazon,purchase,0
user_0047,870.28,2024-08-03 00:41:00,Phoenix,Netflix,transfer,0
user_0077,1057.06,2024-11-24 13:37:00,New York,Amazon,withdrawal,0
user_0865,1605.88,2024-01-24 17:23:00,Houston,Netflix,purchase,0
user_0267,447.4,2024-10-03 02:06:00,Los Angeles,Starbucks,transfer,0
user_0132,1607.95,2024-09-22 10:03:00,Remote,Local Store,withdrawal,0
user_0964,56.52,2024-06-22 08:02:00,Remote,Online Service,purchase,0
user_0748,708.8,2024-08-05 05:24:00,Phoenix,Shell,withdrawal,0
user_0778,1564.84,2024-09-30 07:10:00,New York,Netflix,transfer,0
user_0472,355.39,2024-08-24 16:22:00,Phoenix,Local Store,purchase,0
user_0384,908.54,2024-09-21 13:11:00,Phoenix,Starbucks,transfer,0
user_0052,1687.2,2024-12-14 22:14:00,Houston,Starbucks,transfer,0
user_0623,1249.26,2024-07-19 19:55:00,Los Angeles,Shell,transfer,0
user_0455,517.83,2024-02-11 21:57:00,Los Angeles,Netflix,transfer,0
user_0810,1705.87,2024-03-15 07:50:00,Los Angeles,Shell,withdrawal,0
user_0732,810.22,2024-11-26 19:47:00,Remote,Amazon,withdrawal,0
user_0564,433.27,2024-05-06 04:23:00,Los Angeles,Local Store,transfer,0
user_0069,537.76,2024-04-26 07:39:00,Los Angeles,Shell,withdrawal,0
user_0199,1034.87,2024-01-28 20:42:00,New York,Local Store,purchase,0
user_0145,1229.86,2024-10-03 09:08:00,New York,Online Service,transfer,0
user_0996,34.69,2024-09-25 04:57:00,Houston,Walmart,withdrawal,0
user_0954,701.41,2024-10-10 17:33:00,Phoenix,Walmart,withdrawal,0
user_0416,1355.58,2024-01-02 06:52:00,Remote,Amazon,transfer,0
user_0917,581.86,2024-02-11 05:25:00,Los Angeles,Amazon,withdrawal,0
user_0766,1739.26,2024-03-31 16:12:00,New York,Online Service,purchase,0
user_0485,421.84,2024-12-23 21:38:00,Phoenix,Amazon,transfer,0
user_0000,1248.58,2024-02-18 01:49:00,Houston,Walmart,transfer,0
user_0801,1360.45,2024-10-25 20:28:00,New York,Online Service,purchase,0
user_0701,1147.63,2024-10-30 18:37:00,Phoenix,Netflix,purchase,0
user_0777,1015.63,2024-05-14 01:24:00,Los Angeles,Local Store,purchase,0
user_0516,765.77,2024-08-22 09:41:00,Houston,Netflix,withdrawal,0
user_0772,1558.44,2024-03-19 03:28:00,Phoenix,Shell,withdrawal,0
user_0675,1082.69,2024-09-18 15:42:00,Chicago,Local Store,purchase,0
user_0200,1187.43,2024-02-10 12:03:00,Remote,Starbucks,withdrawal,0
user_0261,557.85,2024-03-20 06:48:00,Remote,Shell,transfer,0
user_0405,1492.17,2024-05-21 06:15:00,Los Angeles,Local Store,purchase,0
user_0473,346.02,2024-02-09 22:10:00,Houston,Starbucks,purchase,0
user_0115,786.62,2024-10-09 04:53:00,New York,Walmart,purchase,0
user_0107,1674.59,2024-11-11 07:14:00,Chicago,Amazon,withdrawal,0
user_0857,398.88,2024-04-21 14:39:00,Phoenix,Starbucks,withdrawal,0
user_0537,537.29,2024-08-12 21:27:00,Phoenix,Shell,transfer,0
user_0352,591.17,2024-05-14 19:39:00,Phoenix,Amazon,withdrawal,0
user_0355,280.74,2024-03-17 16:36:00,Los Angeles,Walmart,purchase,0
user_0997,771.23,2024-08-21 15:29:00,Remote,Netflix,withdrawal,0
user_0423,1964.85,2024-08-19 03:28:00,Los Angeles,Walmart,transfer,0
user_0065,886.17,2024-10-07 04:26:00,Chicago,Shell,withdrawal,0
user_0997,1074.59,2024-05-07 09:57:00,Los Angeles,Amazon,transfer,0
user_0648,892.35,2024-08-28 14:48:00,Los Angeles,Shell,purchase,0
user_0826,892.55,2024-11-11 19:55:00,Los Angeles,Starbucks,transfer,0
user_0110,991.07,2024-07-27 14:28:00,Remote,Walmart,transfer,0
user_0186,1039.25,2024-07-30 13:08:00,New York,Amazon,transfer,0
user_0439,1873.1,2024-12-20 03:49:00,New York,Walmart,transfer,0
user_0506,1782.68,2024-11-22 22:48:00,Houston,Netflix,withdrawal,0
user_0690,185.87,2024-04-27 16:55:00,New York,Amazon,withdrawal,0
user_0855,1881.12,2024-06-02 16:45:00,Los Angeles,Netflix,purchase,0
user_0339,1166.83,2024-09-28 23:17:00,Remote,Local Store,purchase,0
user_0918,1312.77,2024-01-19 05:57:00,Remote,Walmart,purchase,0
user_0552,1767.61,2024-08-07 07:41:00,Los Angeles,Walmart,transfer,0
user_0067,1021.58,2024-12-22 04:20:00,New York,Shell,transfer,0
user_0570,483.71,2024-09-16 04:54:00,Chicago,Local Store,withdrawal,0
user_0787,663.35,2024-08-23 16:45:00,Los Angeles,Online Service,purchase,0
user_0486,1431.2,2024-05-29 15:11:00,Houston,Amazon,withdrawal,0
user_0313,1135.95,2024-10-04 20:44:00,Chicago,Online Service,transfer,0
user_0364,1933.91,2024-09-23 12:06:00,New York,Shell,withdrawal,0
user_0044,809.28,2024-08-27 15:28:00,Chicago,Online Service,purchase,0
user_0451,485.49,2024-11-01 17:08:00,Houston,Shell,purchase,0
user_0317,1111.99,2024-04-09 20:07:00,Unknown IP,Online Service,withdrawal,1
user_0134,1176.74,2024-12-17 10:35:00,Los Angeles,Walmart,transfer,0
user_0621,585.74,2024-03-15 04:49:00,Chicago,Online Service,purchase,0
user_0708,1635.75,2024-05-29 16:54:00,New York,Shell,transfer,0
user_0885,244.46,2024-07-21 08:26:00,Los Angeles,Netflix,withdrawal,0
user_0364,1652.84,2024-07-26 09:52:00,Phoenix,Netflix,purchase,0
user_0954,660.09,2024-07-04 23:53:00,Chicago,Amazon,purchase,0
user_0974,1417.43,2024-10-07 14:53:00,New York,Local Store,withdrawal,0
user_0840,1202.19,2024-10-03 11:50:00,Chicago,Netflix,transfer,0
user_0186,829.18,2024-12-02 09:25:00,New York,Netflix,withdrawal,0
user_0352,360.25,2024-06-09 09:10:00,Phoenix,Local Store,transfer,0
user_0040,114.28,2024-03-23 04:54:00,Chicago,Walmart,purchase,0
user_0015,1746.97,2024-05-07 00:52:00,Phoenix,Amazon,withdrawal,0
user_0154,64.56,2024-09-24 21:51:00,Phoenix,Netflix,transfer,0
user_0504,1879.47,2024-06-06 17:25:00,Remote,Amazon,withdrawal,0
user_0137,1609.16,2024-12-20 12:03:00,Chicago,Amazon,withdrawal,0
user_0045,1368.86,2024-05-16 20:14:00,Houston,Netflix,purchase,0
user_0527,42.61,2024-08-29 11:25:00,Chicago,Local Store,purchase,0
user_0139,970.71,2024-06-17 08:09:00,Phoenix,Online Service,withdrawal,0
user_0231,1787.27,2024-10-10 22:16:00,Houston,Amazon,withdrawal,0
user_0567,1419.69,2024-12-21 20:28:00,New York,Walmart,purchase,0
user_0991,664.44,2024-03-15 19:37:00,Houston,Shell,withdrawal,0
user_0160,1135.54,2024-10-05 14:53:00,Houston,Walmart,purchase,0
user_0177,1193.94,2024-10-10 14:50:00,Houston,Amazon,withdrawal,0
user_0623,1692.51,2024-10-25 15:18:00,Houston,Amazon,purchase,0
user_0383,923.25,2024-03-11 01:31:00,Phoenix,Shell,purchase,0
user_0712,522.01,2024-11-24 00:26:00,Phoenix,Walmart,transfer,0
user_0270,1420.66,2024-06-06 11:14:00,Los Angeles,Shell,purchase,0
user_0654,1764.61,2024-08-13 22:38:00,Los Angeles,Online Service,transfer,0
user_0636,369.73,2024-02-17 10:30:00,Chicago,Netflix,withdrawal,0
user_0470,344.36,2024-06-11 01:24:00,Phoenix,Walmart,withdrawal,0
user_0966,1179.21,2024-02-05 05:41:00,Phoenix,Online Service,purchase,0
user_0822,387.61,2024-08-30 15:33:00,Houston,Online Service,transfer,0
user_0355,781.22,2024-07-10 12:32:00,Los Angeles,Amazon,purchase,0
user_0716,1216.85,2024-10-17 18:56:00,Houston,Starbucks,transfer,0
user_0788,1335.33,2024-01-30 14:26:00,Los Angeles,Online Service,withdrawal,0
