user_id,month,transactions_per_month,logins_per_month,feature_usage_score,is_churned
user_1461,2024-01,33,17,0.92,0
user_1461,2024-03,23,17,0.9,0
user_1461,2024-03,27,20,0.94,0
user_1461,2024-04,23,19,1.07,0
user_1461,2024-05,27,22,0.91,0
user_1461,2024-06,24,23,0.94,0
user_1461,2024-07,27,22,0.98,0
user_1461,2024-08,24,21,0.91,0
user_1461,2024-09,24,21,0.98,0
user_1461,2024-10,31,17,0.89,0
user_1461,2024-11,24,19,0.96,0
user_1462,2024-01,18,31,0.44,0
user_1462,2024-01,12,27,0.43,0
user_1462,2024-03,14,37,0.44,0
user_1462,2024-03,17,38,0.4,0
user_1462,2024-04,14,35,0.41,0
user_1462,2024-05,14,35,0.43,0
user_1462,2024-06,13,32,0.38,0
user_1462,2024-07,14,36,0.41,0
user_1462,2024-08,17,33,0.44,0
user_1462,2024-09,13,26,0.41,0
user_1462,2024-10,17,36,0.38,0
user_1462,2024-11,15,28,0.41,0
user_1463,2024-01,19,61,0.27,0
user_1463,2024-01,20,50,0.27,0
user_1463,2024-03,21,62,0.27,0
user_1463,2024-03,20,50,0.28,0
user_1463,2024-04,16,44,0.25,0
user_1463,2024-05,21,54,0.28,0
user_1463,2024-06,15,59,0.26,0
user_1463,2024-07,15,65,0.26,0
user_1463,2024-08,19,52,0.24,0
user_1463,2024-09,21,56,0.28,0
user_1463,2024-10,19,65,0.24,0
user_1463,2024-11,21,44,0.26,0
user_1464,2024-01,27,43,0.5,0
user_1464,2024-01,30,46,0.52,0
user_1464,2024-03,25,44,0.53,0
user_1464,2024-03,25,52,0.55,0
user_1464,2024-04,32,47,0.55,0
user_1464,2024-05,27,60,0.57,0
user_1464,2024-06,34,55,0.49,0
user_1464,2024-07,25,45,0.5,0
user_1464,2024-08,27,47,0.53,0
user_1464,2024-09,25,55,0.5,0
user_1464,2024-10,26,44,0.53,0
user_1464,2024-11,31,58,0.56,0
user_1465,2024-01,12,45,0.72,0
user_1465,2024-01,12,33,0.78,0
user_1465,2024-03,12,32,0.82,0
user_1465,2024-03,13,39,0.82,0
user_1465,2024-04,11,45,0.7,0
user_1465,2024-05,12,37,0.79,0
user_1465,2024-06,13,36,0.75,0
user_1465,2024-07,12,32,0.83,0
user_1465,2024-08,13,36,0.81,0
user_1465,2024-09,11,32,0.75,0
user_1465,2024-10,11,41,0.76,0
user_1465,2024-11,9,39,0.79,0
user_1466,2024-01,25,38,0.77,0
user_1466,2024-01,25,32,0.75,0
user_1466,2024-03,19,40,0.81,0
user_1466,2024-03,19,28,0.83,0
user_1466,2024-04,20,41,0.79,0
user_1466,2024-05,20,40,0.7,0
user_1466,2024-06,20,35,0.8,0
user_1466,2024-07,20,38,0.84,0
user_1466,2024-08,18,31,0.84,0
user_1466,2024-09,22,33,0.78,0
user_1466,2024-10,23,40,0.73,0
user_1466,2024-11,24,28,0.77,0
user_1467,2024-01,16,53,0.49,0
user_1467,2024-01,18,37,0.48,0
user_1467,2024-03,18,38,0.45,0
user_1467,2024-03,18,42,0.47,0
user_1467,2024-04,14,43,0.48,0
user_1467,2024-05,16,53,0.46,0
user_1467,2024-06,14,38,0.43,0
user_1467,2024-07,19,50,0.5,0
user_1467,2024-08,20,50,0.49,0
user_1467,2024-09,16,45,0.46,0
user_1467,2024-10,20,49,0.51,0
user_1467,2024-11,14,41,0.44,0
user_1468,2024-01,8,26,0.26,0
user_1468,2024-01,10,24,0.27,0
user_1468,2024-03,10,29,0.26,0
user_1468,2024-03,9,32,0.25,0
user_1468,2024-04,11,23,0.28,0
user_1468,2024-05,9,34,0.26,0
user_1468,2024-06,8,23,0.26,0
user_1468,2024-07,11,29,0.25,0
user_1468,2024-08,10,25,0.28,0
user_1468,2024-09,8,28,0.28,0
user_1468,2024-10,9,34,0.25,0
user_1468,2024-11,10,25,0.24,0
user_1469,2024-01,19,49,0.54,0
user_1469,2024-01,19,63,0.56,0
user_1469,2024-03,21,49,0.52,0
user_1469,2024-03,19,62,0.61,0
user_1469,2024-04,17,56,0.51,0
user_1469,2024-05,19,48,0.53,0
user_1469,2024-06,17,55,0.62,0
user_1469,2024-07,19,51,0.56,0
user_1469,2024-08,23,61,0.52,0
user_1469,2024-09,21,60,0.54,0
user_1469,2024-10,17,61,0.57,0
user_1469,2024-11,16,48,0.61,0
user_1470,2024-01,8,50,0.81,0
user_1470,2024-01,8,53,0.8,0
user_1470,2024-03,6,37,0.86,0
user_1470,2024-03,7,52,0.72,0
user_1470,2024-04,8,37,0.81,0
user_1470,2024-05,7,52,0.83,0
user_1470,2024-06,6,49,0.85,0
user_1470,2024-07,8,42,0.74,0
user_1470,2024-08,6,45,0.73,0
user_1470,2024-09,6,49,0.76,0
user_1470,2024-10,8,46,0.77,0
user_1470,2024-11,7,54,0.77,0
user_1471,2024-01,26,49,0.5,0
user_1471,2024-01,28,55,0.51,0
user_1471,2024-03,28,45,0.44,0
user_1471,2024-03,23,44,0.46,0
user_1471,2024-04,30,56,0.45,0
user_1471,2024-05,27,49,0.44,0
user_1471,2024-06,29,49,0.48,0
user_1471,2024-07,25,56,0.46,0
user_1471,2024-08,25,56,0.45,0
user_1471,2024-09,28,44,0.5,0
user_1471,2024-10,29,52,0.47,0
user_1471,2024-11,27,41,0.5,0
user_1472,2024-01,14,44,0.62,0
user_1472,2024-01,18,51,0.64,0
user_1472,2024-03,20,48,0.56,0
user_1472,2024-03,16,61,0.64,0
user_1472,2024-04,15,53,0.66,0
user_1472,2024-05,17,49,0.57,0
user_1472,2024-06,16,60,0.59,0
user_1472,2024-07,14,49,0.64,0
user_1472,2024-08,14,44,0.68,0
user_1472,2024-09,16,55,0.63,0
user_1472,2024-10,19,45,0.67,0
user_1472,2024-11,15,44,0.58,0
user_1473,2024-01,14,36,0.69,0
user_1473,2024-01,13,43,0.72,0
user_1473,2024-03,12,35,0.75,0
user_1473,2024-03,11,43,0.77,0
user_1473,2024-04,11,48,0.66,0
user_1473,2024-05,13,47,0.75,0
user_1473,2024-06,12,43,0.77,0
user_1473,2024-07,15,33,0.71,0
user_1473,2024-08,11,34,0.74,0
user_1473,2024-09,14,44,0.78,0
user_1473,2024-10,14,38,0.69,0
user_1473,2024-11,13,38,0.76,0
user_1474,2024-01,6,20,0.54,0
user_1474,2024-01,6,23,0.51,0
user_1474,2024-03,5,27,0.59,0
user_1474,2024-03,7,27,0.53,0
user_1474,2024-04,6,21,0.53,0
user_1474,2024-05,5,20,0.53,0
user_1474,2024-06,7,19,0.5,0
user_1474,2024-07,6,26,0.57,0
user_1474,2024-08,7,22,0.56,0
user_1474,2024-09,6,25,0.58,0
user_1474,2024-10,7,27,0.56,0
user_1474,2024-11,5,23,0.51,0
user_1475,2024-01,7,36,0.94,0
user_1475,2024-01,7,38,0.88,0
user_1475,2024-03,7,38,0.82,0
user_1475,2024-03,7,34,0.81,0
user_1475,2024-04,9,40,0.96,0
user_1475,2024-05,9,34,0.91,0
user_1475,2024-06,8,35,0.88,0
user_1475,2024-07,9,34,0.92,0
user_1475,2024-08,6,38,0.94,0
user_1475,2024-09,7,38,0.97,0
user_1475,2024-10,8,34,0.93,0
user_1475,2024-11,9,35,0.95,0
user_1476,2024-01,21,27,0.98,0
user_1476,2024-01,23,33,0.99,0
user_1476,2024-03,21,33,1.03,0
user_1476,2024-03,23,30,0.88,0
user_1476,2024-04,24,31,0.94,0
user_1476,2024-05,21,33,0.86,0
user_1476,2024-06,21,30,0.86,0
user_1476,2024-07,24,27,0.91,0
user_1476,2024-08,24,37,0.91,0
user_1476,2024-09,26,28,1.03,0
user_1476,2024-10,23,31,0.88,0
user_1476,2024-11,25,28,1.01,0
user_1477,2024-01,25,11,0.25,0
user_1477,2024-01,24,12,0.29,0
user_1477,2024-03,29,12,0.29,0
user_1477,2024-03,32,11,0.25,0
user_1477,2024-04,26,12,0.26,0
user_1477,2024-05,31,10,0.25,0
user_1477,2024-06,31,12,0.27,0
user_1477,2024-07,33,11,0.3,0
user_1477,2024-08,26,14,0.26,0
user_1477,2024-09,32,10,0.28,0
user_1477,2024-10,25,10,0.29,0
user_1477,2024-11,33,11,0.28,0
user_1478,2024-01,19,41,0.34,0
user_1478,2024-01,25,39,0.32,0
user_1478,2024-03,21,54,0.33,0
user_1478,2024-03,25,47,0.32,0
user_1478,2024-04,25,49,0.29,0
user_1478,2024-05,27,47,0.29,0
user_1478,2024-06,21,53,0.32,0
user_1478,2024-07,24,52,0.3,0
user_1478,2024-08,23,37,0.29,0
user_1478,2024-09,27,45,0.32,0
user_1478,2024-10,26,52,0.32,0
user_1478,2024-11,27,49,0.34,0
user_1479,2024-01,10,27,0.71,0
user_1479,2024-01,10,24,0.75,0
user_1479,2024-03,11,23,0.71,0
user_1479,2024-03,11,28,0.77,0
user_1479,2024-04,12,28,0.67,0
user_1479,2024-05,12,26,0.67,0
user_1479,2024-06,12,21,0.75,0
user_1479,2024-07,12,26,0.67,0
user_1479,2024-08,13,30,0.68,0
user_1479,2024-09,12,25,0.75,0
user_1479,2024-10,11,28,0.67,0
user_1479,2024-11,11,28,0.76,0
user_1480,2024-01,14,47,0.25,0
user_1480,2024-01,14,46,0.27,0
user_1480,2024-03,14,41,0.25,0
user_1480,2024-03,12,49,0.26,0
user_1480,2024-04,11,51,0.29,0
user_1480,2024-05,12,49,0.29,0
user_1480,2024-06,12,54,0.25,0
user_1480,2024-07,13,52,0.3,0
user_1480,2024-08,10,44,0.3,0
user_1480,2024-09,14,49,0.29,0
user_1480,2024-10,12,47,0.28,0
user_1480,2024-11,11,44,0.3,0
user_1481,2024-01,29,20,0.24,0
user_1481,2024-01,21,21,0.24,0
user_1481,2024-03,25,22,0.23,0
user_1481,2024-03,22,19,0.26,0
user_1481,2024-04,22,20,0.25,0
user_1481,2024-05,28,20,0.23,0
user_1481,2024-06,25,18,0.24,0
user_1481,2024-07,23,23,0.24,0
user_1481,2024-08,25,18,0.23,0
user_1481,2024-09,25,23,0.26,0
user_1481,2024-10,22,17,0.25,0
user_1481,2024-11,25,22,0.26,0
user_1482,2024-01,6,42,0.51,0
user_1482,2024-01,7,44,0.57,0
user_1482,2024-03,6,33,0.52,0
user_1482,2024-03,6,40,0.51,0
user_1482,2024-04,6,37,0.5,0
user_1482,2024-05,6,41,0.57,0
user_1482,2024-06,7,48,0.51,0
user_1482,2024-07,7,36,0.53,0
user_1482,2024-08,7,42,0.49,0
user_1482,2024-09,7,42,0.51,0
user_1482,2024-10,6,39,0.49,0
user_1482,2024-11,6,46,0.59,0
user_1483,2024-01,22,56,0.65,0
user_1483,2024-01,28,53,0.7,0
user_1483,2024-03,32,60,0.69,0
user_1483,2024-03,27,47,0.6,0
user_1483,2024-04,25,59,0.71,0
user_1483,2024-05,32,58,0.72,0
user_1483,2024-06,1,1,0.07,1
user_1483,2024-07,2,0,0.04,1
user_1483,2024-08,1,1,0.01,1
user_1483,2024-09,2,3,0.04,1
user_1483,2024-10,2,1,0.02,1
user_1483,2024-11,1,2,0.02,1
user_1484,2024-01,8,19,0.74,0
user_1484,2024-01,8,18,0.75,0
user_1484,2024-03,8,17,0.72,0
user_1484,2024-03,10,18,0.72,0
user_1484,2024-04,0,1,0.0,1
user_1484,2024-05,1,2,0.04,1
user_1484,2024-06,1,2,0.06,1
user_1484,2024-07,0,1,0.02,1
user_1484,2024-08,0,1,0.01,1
user_1484,2024-09,0,1,0.04,1
user_1484,2024-10,1,1,0.03,1
user_1484,2024-11,0,0,0.02,1
user_1485,2024-01,7,66,0.63,0
user_1485,2024-01,8,52,0.71,0
user_1485,2024-03,7,45,0.65,0
user_1485,2024-03,7,54,0.7,0
user_1485,2024-04,7,57,0.67,0
user_1485,2024-05,7,47,0.6,0
user_1485,2024-06,8,64,0.69,0
user_1485,2024-07,7,60,0.69,0
user_1485,2024-08,6,56,0.65,0
user_1485,2024-09,8,62,0.7,0
user_1485,2024-10,7,52,0.62,0
user_1485,2024-11,8,65,0.71,0
user_1486,2024-01,10,37,0.16,0
user_1486,2024-01,11,37,0.15,0
user_1486,2024-03,13,34,0.14,0
user_1486,2024-03,10,45,0.16,0
user_1486,2024-04,11,35,0.15,0
user_1486,2024-05,10,43,0.16,0
user_1486,2024-06,11,41,0.14,0
user_1486,2024-07,10,35,0.15,0
user_1486,2024-08,12,39,0.15,0
user_1486,2024-09,10,33,0.14,0
user_1486,2024-10,9,41,0.16,0
user_1486,2024-11,9,45,0.15,0
user_1487,2024-01,13,18,0.86,0
user_1487,2024-01,12,20,0.86,0
user_1487,2024-03,12,22,0.85,0
user_1487,2024-03,12,25,0.78,0
user_1487,2024-04,1,2,0.06,1
user_1487,2024-05,1,1,0.0,1
user_1487,2024-06,0,0,0.0,1
user_1487,2024-07,1,1,0.07,1
user_1487,2024-08,1,1,0.03,1
user_1487,2024-09,0,2,0.06,1
user_1487,2024-10,1,1,0.03,1
user_1487,2024-11,0,2,0.03,1
user_1488,2024-01,14,9,0.62,0
user_1488,2024-01,13,9,0.65,0
user_1488,2024-03,16,9,0.66,0
user_1488,2024-03,17,11,0.6,0
user_1488,2024-04,17,10,0.61,0
user_1488,2024-05,17,11,0.61,0
user_1488,2024-06,17,11,0.6,0
user_1488,2024-07,16,11,0.61,0
user_1488,2024-08,13,11,0.65,0
user_1488,2024-09,14,11,0.68,0
user_1488,2024-10,14,11,0.61,0
user_1488,2024-11,17,12,0.62,0
user_1489,2024-01,10,35,0.19,0
user_1489,2024-01,12,37,0.23,0
user_1489,2024-03,13,33,0.19,0
user_1489,2024-03,12,39,0.23,0
user_1489,2024-04,12,31,0.2,0
user_1489,2024-05,14,32,0.2,0
user_1489,2024-06,12,32,0.19,0
user_1489,2024-07,14,33,0.2,0
user_1489,2024-08,13,34,0.21,0
user_1489,2024-09,14,32,0.21,0
user_1489,2024-10,13,34,0.19,0
user_1489,2024-11,10,39,0.2,0
user_1490,2024-01,25,39,0.62,0
user_1490,2024-01,21,48,0.59,0
user_1490,2024-03,22,46,0.61,0
user_1490,2024-03,23,40,0.52,0
user_1490,2024-04,23,41,0.54,0
user_1490,2024-05,26,39,0.56,0
user_1490,2024-06,29,44,0.63,0
user_1490,2024-07,27,50,0.57,0
user_1490,2024-08,27,51,0.59,0
user_1490,2024-09,21,54,0.52,0
user_1490,2024-10,21,54,0.63,0
user_1490,2024-11,21,52,0.57,0
user_1491,2024-01,23,11,0.53,0
user_1491,2024-01,26,16,0.59,0
user_1491,2024-03,23,12,0.52,0
user_1491,2024-03,24,16,0.59,0
user_1491,2024-04,22,15,0.53,0
user_1491,2024-05,24,12,0.5,0
user_1491,2024-06,21,15,0.57,0
user_1491,2024-07,28,11,0.5,0
user_1491,2024-08,26,17,0.52,0
user_1491,2024-09,19,13,0.58,0
user_1491,2024-10,20,14,0.54,0
user_1491,2024-11,25,17,0.57,0
user_1492,2024-01,12,45,0.17,0
user_1492,2024-01,11,46,0.16,0
user_1492,2024-03,12,46,0.15,0
user_1492,2024-03,13,49,0.16,0
user_1492,2024-04,14,46,0.15,0
user_1492,2024-05,11,55,0.17,0
user_1492,2024-06,11,44,0.17,0
user_1492,2024-07,12,42,0.16,0
user_1492,2024-08,11,48,0.16,0
user_1492,2024-09,13,40,0.14,0
user_1492,2024-10,15,48,0.16,0
user_1492,2024-11,12,54,0.14,0
user_1493,2024-01,18,56,0.6,0
user_1493,2024-01,18,50,0.65,0
user_1493,2024-03,17,44,0.67,0
user_1493,2024-03,19,59,0.69,0
user_1493,2024-04,17,55,0.67,0
user_1493,2024-05,21,46,0.68,0
user_1493,2024-06,20,59,0.67,0
user_1493,2024-07,18,51,0.65,0
user_1493,2024-08,18,51,0.65,0
user_1493,2024-09,21,46,0.67,0
user_1493,2024-10,17,52,0.57,0
user_1493,2024-11,23,51,0.62,0
user_1494,2024-01,4,16,0.31,0
user_1494,2024-01,5,19,0.33,0
user_1494,2024-03,5,13,0.32,0
user_1494,2024-03,4,17,0.37,0
user_1494,2024-04,6,15,0.32,0
user_1494,2024-05,4,13,0.32,0
user_1494,2024-06,5,17,0.35,0
user_1494,2024-07,4,14,0.32,0
user_1494,2024-08,4,18,0.33,0
user_1494,2024-09,5,17,0.32,0
user_1494,2024-10,5,14,0.33,0
user_1494,2024-11,5,16,0.35,0
user_1495,2024-01,21,59,0.24,0
user_1495,2024-01,19,50,0.28,0
user_1495,2024-03,25,44,0.27,0
user_1495,2024-03,26,53,0.25,0
user_1495,2024-04,26,48,0.25,0
user_1495,2024-05,20,47,0.27,0
user_1495,2024-06,21,54,0.26,0
user_1495,2024-07,19,48,0.24,0
user_1495,2024-08,25,53,0.26,0
user_1495,2024-09,21,62,0.25,0
user_1495,2024-10,24,52,0.27,0
user_1495,2024-11,24,46,0.24,0
user_1496,2024-01,16,45,0.81,0
user_1496,2024-01,18,55,0.74,0
user_1496,2024-03,13,58,0.84,0
user_1496,2024-03,16,61,0.87,0
user_1496,2024-04,18,56,0.72,0
user_1496,2024-05,19,53,0.75,0
user_1496,2024-06,14,52,0.85,0
user_1496,2024-07,17,53,0.83,0
user_1496,2024-08,18,57,0.78,0
user_1496,2024-09,15,53,0.87,0
user_1496,2024-10,18,44,0.82,0
user_1496,2024-11,19,63,0.75,0
user_1497,2024-01,20,36,0.34,0
user_1497,2024-01,23,33,0.31,0
user_1497,2024-03,21,30,0.28,0
user_1497,2024-03,21,30,0.34,0
user_1497,2024-04,21,38,0.34,0
user_1497,2024-05,20,40,0.34,0
user_1497,2024-06,19,32,0.32,0
user_1497,2024-07,27,32,0.34,0
user_1497,2024-08,27,27,0.29,0
user_1497,2024-09,26,38,0.3,0
user_1497,2024-10,19,32,0.31,0
user_1497,2024-11,25,37,0.31,0
user_1498,2024-01,14,44,0.67,0
user_1498,2024-01,10,46,0.7,0
user_1498,2024-03,11,49,0.66,0
user_1498,2024-03,11,38,0.75,0
user_1498,2024-04,14,43,0.75,0
user_1498,2024-05,14,51,0.7,0
user_1498,2024-06,10,47,0.75,0
user_1498,2024-07,10,47,0.68,0
user_1498,2024-08,12,45,0.79,0
user_1498,2024-09,12,45,0.76,0
user_1498,2024-10,14,50,0.78,0
user_1498,2024-11,10,40,0.76,0
user_1499,2024-01,12,24,0.54,0
user_1499,2024-01,9,27,0.55,0
user_1499,2024-03,11,26,0.52,0
user_1499,2024-03,9,24,0.58,0
user_1499,2024-04,10,31,0.62,0
user_1499,2024-05,9,29,0.55,0
user_1499,2024-06,9,28,0.53,0
user_1499,2024-07,10,31,0.55,0
user_1499,2024-08,10,29,0.58,0
user_1499,2024-09,11,24,0.51,0
user_1499,2024-10,12,30,0.55,0
user_1499,2024-11,9,26,0.57,0
user_1500,2024-01,10,13,0.54,0
user_1500,2024-01,14,11,0.58,0
user_1500,2024-03,13,13,0.58,0
user_1500,2024-03,11,10,0.54,0
user_1500,2024-04,12,10,0.52,0
user_1500,2024-05,10,10,0.59,0
user_1500,2024-06,12,13,0.51,0
user_1500,2024-07,12,12,0.6,0
user_1500,2024-08,13,12,0.5,0
user_1500,2024-09,13,12,0.54,0
user_1500,2024-10,11,10,0.55,0
user_1500,2024-11,11,12,0.51,0
user_1501,2024-01,9,25,0.5,0
user_1501,2024-01,8,21,0.52,0
user_1501,2024-03,9,26,0.5,0
user_1501,2024-03,8,20,0.5,0
user_1501,2024-04,8,21,0.48,0
user_1501,2024-05,9,21,0.51,0
user_1501,2024-06,8,26,0.54,0
user_1501,2024-07,7,22,0.48,0
user_1501,2024-08,9,24,0.52,0
user_1501,2024-09,8,20,0.56,0
user_1501,2024-10,9,20,0.53,0
user_1501,2024-11,10,25,0.5,0
user_1502,2024-01,24,44,0.26,0
user_1502,2024-01,30,52,0.29,0
user_1502,2024-03,33,37,0.28,0
user_1502,2024-03,27,52,0.3,0
user_1502,2024-04,30,46,0.29,0
user_1502,2024-05,27,52,0.26,0
user_1502,2024-06,32,49,0.28,0
user_1502,2024-07,30,48,0.26,0
user_1502,2024-08,24,52,0.3,0
user_1502,2024-09,24,49,0.26,0
user_1502,2024-10,28,47,0.29,0
user_1502,2024-11,27,37,0.27,0
user_1503,2024-01,16,26,0.71,0
user_1503,2024-01,14,25,0.78,0
user_1503,2024-03,14,21,0.77,0
user_1503,2024-03,16,30,0.68,0
user_1503,2024-04,16,24,0.7,0
user_1503,2024-05,12,30,0.77,0
user_1503,2024-06,13,29,0.75,0
user_1503,2024-07,14,23,0.73,0
user_1503,2024-08,16,29,0.77,0
user_1503,2024-09,14,24,0.78,0
user_1503,2024-10,16,30,0.69,0
user_1503,2024-11,15,25,0.67,0
user_1504,2024-01,23,44,0.4,0
user_1504,2024-01,27,39,0.45,0
user_1504,2024-03,26,39,0.45,0
user_1504,2024-03,25,49,0.43,0
user_1504,2024-04,27,47,0.42,0
user_1504,2024-05,27,50,0.44,0
user_1504,2024-06,23,37,0.47,0
user_1504,2024-07,26,41,0.41,0
user_1504,2024-08,27,43,0.48,0
user_1504,2024-09,34,49,0.46,0
user_1504,2024-10,28,48,0.44,0
user_1504,2024-11,29,38,0.47,0
user_1505,2024-01,18,23,0.28,0
user_1505,2024-01,24,21,0.28,0
user_1505,2024-03,22,23,0.31,0
user_1505,2024-03,18,26,0.3,0
user_1505,2024-04,21,25,0.31,0
user_1505,2024-05,16,23,0.28,0
user_1505,2024-06,19,24,0.31,0
user_1505,2024-07,17,25,0.29,0
user_1505,2024-08,21,24,0.29,0
user_1505,2024-09,20,25,0.26,0
user_1505,2024-10,18,28,0.31,0
user_1505,2024-11,20,27,0.27,0
user_1506,2024-01,4,56,0.23,0
user_1506,2024-01,5,57,0.24,0
user_1506,2024-03,4,60,0.23,0
user_1506,2024-03,5,61,0.26,0
user_1506,2024-04,5,48,0.24,0
user_1506,2024-05,6,49,0.25,0
user_1506,2024-06,5,43,0.22,0
user_1506,2024-07,4,53,0.22,0
user_1506,2024-08,4,45,0.24,0
user_1506,2024-09,4,52,0.25,0
user_1506,2024-10,5,51,0.24,0
user_1506,2024-11,4,51,0.23,0
user_1507,2024-01,31,13,0.27,0
user_1507,2024-01,34,18,0.32,0
user_1507,2024-03,29,17,0.31,0
user_1507,2024-03,29,16,0.31,0
user_1507,2024-04,1,1,0.0,1
user_1507,2024-05,2,1,0.02,1
user_1507,2024-06,1,0,0.02,1
user_1507,2024-07,1,0,0.01,1
user_1507,2024-08,1,0,0.03,1
user_1507,2024-09,1,1,0.0,1
user_1507,2024-10,2,0,0.02,1
user_1507,2024-11,2,1,0.02,1
user_1508,2024-01,23,44,0.4,0
user_1508,2024-01,18,53,0.4,0
user_1508,2024-03,20,39,0.39,0
user_1508,2024-03,25,44,0.38,0
user_1508,2024-04,18,44,0.37,0
user_1508,2024-05,22,47,0.43,0
user_1508,2024-06,24,44,0.45,0
user_1508,2024-07,19,54,0.38,0
user_1508,2024-08,25,45,0.41,0
user_1508,2024-09,24,49,0.41,0
user_1508,2024-10,19,40,0.42,0
user_1508,2024-11,18,48,0.43,0
user_1509,2024-01,26,46,0.39,0
user_1509,2024-01,31,39,0.41,0
user_1509,2024-03,25,47,0.38,0
user_1509,2024-03,33,42,0.39,0
user_1509,2024-04,31,42,0.35,0
user_1509,2024-05,26,41,0.36,0
user_1509,2024-06,31,38,0.4,0
user_1509,2024-07,24,38,0.4,0
user_1509,2024-08,28,34,0.38,0
user_1509,2024-09,27,37,0.41,0
user_1509,2024-10,33,45,0.37,0
user_1509,2024-11,24,37,0.41,0
user_1510,2024-01,15,32,0.86,0
user_1510,2024-01,13,25,0.75,0
user_1510,2024-03,16,25,0.79,0
user_1510,2024-03,18,25,0.85,0
user_1510,2024-04,18,29,0.88,0
user_1510,2024-05,14,24,0.85,0
user_1510,2024-06,18,26,0.73,0
user_1510,2024-07,17,25,0.87,0
user_1510,2024-08,19,25,0.83,0
user_1510,2024-09,17,28,0.73,0
user_1510,2024-10,16,33,0.82,0
user_1510,2024-11,17,28,0.73,0
user_1511,2024-01,14,21,0.8,0
user_1511,2024-01,11,20,0.89,0
user_1511,2024-03,11,20,0.93,0
user_1511,2024-03,14,19,0.79,0
user_1511,2024-04,14,22,0.81,0
user_1511,2024-05,14,22,0.82,0
user_1511,2024-06,13,25,0.93,0
user_1511,2024-07,14,18,0.89,0
user_1511,2024-08,11,22,0.84,0
user_1511,2024-09,11,20,0.87,0
user_1511,2024-10,14,23,0.78,0
user_1511,2024-11,11,25,0.91,0
user_1512,2024-01,18,44,0.75,0
user_1512,2024-01,19,49,0.68,0
user_1512,2024-03,21,40,0.72,0
user_1512,2024-03,17,47,0.69,0
user_1512,2024-04,15,44,0.66,0
user_1512,2024-05,23,38,0.73,0
user_1512,2024-06,20,50,0.7,0
user_1512,2024-07,17,48,0.77,0
user_1512,2024-08,18,54,0.79,0
user_1512,2024-09,21,51,0.7,0
user_1512,2024-10,21,51,0.75,0
user_1512,2024-11,22,54,0.72,0
user_1513,2024-01,6,48,0.19,0
user_1513,2024-01,5,50,0.22,0
user_1513,2024-03,4,50,0.21,0
user_1513,2024-03,5,39,0.2,0
user_1513,2024-04,4,36,0.19,0
user_1513,2024-05,5,47,0.21,0
user_1513,2024-06,4,35,0.19,0
user_1513,2024-07,5,41,0.22,0
user_1513,2024-08,5,49,0.21,0
user_1513,2024-09,4,50,0.18,0
user_1513,2024-10,4,49,0.22,0
user_1513,2024-11,5,49,0.22,0
user_1514,2024-01,19,17,0.88,0
user_1514,2024-01,15,22,0.85,0
user_1514,2024-03,14,22,0.86,0
user_1514,2024-03,16,25,0.88,0
user_1514,2024-04,17,23,0.89,0
user_1514,2024-05,16,20,0.82,0
user_1514,2024-06,15,25,0.88,0
user_1514,2024-07,20,21,0.95,0
user_1514,2024-08,19,21,0.82,0
user_1514,2024-09,20,19,0.88,0
user_1514,2024-10,17,17,0.82,0
user_1514,2024-11,20,22,0.93,0
user_1515,2024-01,31,37,0.72,0
user_1515,2024-01,27,49,0.69,0
user_1515,2024-03,21,44,0.67,0
user_1515,2024-03,28,46,0.64,0
user_1515,2024-04,29,45,0.66,0
user_1515,2024-05,26,41,0.64,0
user_1515,2024-06,25,51,0.72,0
user_1515,2024-07,27,40,0.65,0
user_1515,2024-08,25,48,0.69,0
user_1515,2024-09,23,44,0.66,0
user_1515,2024-10,30,42,0.73,0
user_1515,2024-11,27,45,0.73,0
user_1516,2024-01,8,68,0.43,0
user_1516,2024-01,9,55,0.42,0
user_1516,2024-03,11,66,0.46,0
user_1516,2024-03,10,55,0.41,0
user_1516,2024-04,9,52,0.45,0
user_1516,2024-05,11,47,0.49,0
user_1516,2024-06,11,60,0.43,0
user_1516,2024-07,10,46,0.49,0
user_1516,2024-08,9,64,0.47,0
user_1516,2024-09,8,53,0.45,0
user_1516,2024-10,11,61,0.41,0
user_1516,2024-11,12,66,0.44,0
user_1517,2024-01,13,29,0.85,0
user_1517,2024-01,17,36,0.87,0
user_1517,2024-03,16,40,0.88,0
user_1517,2024-03,18,35,0.89,0
user_1517,2024-04,18,34,0.85,0
user_1517,2024-05,13,30,0.78,0
user_1517,2024-06,17,33,0.88,0
user_1517,2024-07,0,3,0.01,1
user_1517,2024-08,1,2,0.03,1
user_1517,2024-09,0,3,0.04,1
user_1517,2024-10,0,1,0.05,1
user_1517,2024-11,1,1,0.01,1
user_1518,2024-01,20,10,0.68,0
user_1518,2024-01,19,9,0.74,0
user_1518,2024-03,28,12,0.66,0
user_1518,2024-03,24,13,0.66,0
user_1518,2024-04,27,9,0.67,0
user_1518,2024-05,22,10,0.64,0
user_1518,2024-06,23,11,0.75,0
user_1518,2024-07,25,10,0.64,0
user_1518,2024-08,22,11,0.71,0
user_1518,2024-09,25,13,0.67,0
user_1518,2024-10,29,10,0.72,0
user_1518,2024-11,24,11,0.75,0
user_1519,2024-01,11,35,0.16,0
user_1519,2024-01,11,43,0.18,0
user_1519,2024-03,10,39,0.16,0
